name,type,status,original_language,genres,origin_country,number_of_seasons,number_of_episodes,episode_run_time,vote_count,vote_average,popularity,first_air_date
Unsolved Mysteries,Scripted,Returning Series,en,"Documentary, Drama, Mystery",US,2,21,50,279,7.76,19.589,2020-07-01
From Dusk Till Dawn: The Series,Scripted,Canceled,en,"Crime, Sci-Fi & Fantasy",US,3,30,43,279,6.336,30.551,2014-03-11
Oh My Venus,Scripted,Ended,ko,"Comedy, Drama",KR,1,16,60,279,8.2,20.697,2015-11-16
The Fosters,Scripted,Ended,en,Drama,US,5,104,42,279,7.595,43.265,2013-06-03
Modern Love,Scripted,Ended,en,Comedy,US,2,16,31,279,7.4,21.545,2019-10-18
Last Man Standing,Scripted,Ended,en,Comedy,US,9,194,21,279,7.36,396.498,2011-10-11
Transformers: War for Cybertron: Siege,Miniseries,Ended,en,"Animation, Action & Adventure, Kids, Sci-Fi & Fantasy",US,1,6,24,278,7.534,15.207,2020-07-30
Clickbait,Miniseries,Ended,en,"Drama, Crime, Mystery","AU, US",1,8,44,278,7.311,15.31,2021-08-25
Glitch,Scripted,Ended,en,"Drama, Sci-Fi & Fantasy",AU,3,18,52,278,6.775,47.045,2015-07-09
LOL: Last One Laughing,Talk Show,Returning Series,es,Comedy,MX,5,30,30,278,7.4,17.37,2018-12-13
Salem,Scripted,Canceled,en,"Sci-Fi & Fantasy, Mystery, Drama",US,3,36,60,277,7.334,20.451,2014-04-20
"Two Women, One Road",Scripted,Returning Series,es,Drama,MX,1,229,60,277,7.2,38.415,1993-08-16
Beyblade Burst,Scripted,Returning Series,ja,"Action & Adventure, Animation",JP,7,335,24,277,8.3,48.353,2016-04-04
Physics or Chemistry,Scripted,Ended,es,"Drama, Comedy",ES,7,77,80,277,8.301,13.545,2008-02-04
Wise Man's Grandchild,Scripted,Ended,ja,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",JP,1,12,24,277,8.2,31.966,2019-04-10
Ajin,Scripted,Ended,ja,"Animation, Action & Adventure, Mystery",JP,2,26,24,276,8.076,29.215,2016-01-16
Harry Potter: Hogwarts Tournament of Houses,Miniseries,Ended,en,"Reality, Family",US,1,4,44,276,7.375,23.088,2021-11-28
Dragons: Race to the Edge,Scripted,Ended,en,"Family, Kids, Animation, Action & Adventure, Sci-Fi & Fantasy",US,6,78,23,276,8.284,41.888,2015-06-26
Maya and the Three,Miniseries,Ended,en,"Animation, Family, Action & Adventure, Comedy",MX,1,9,26,276,7.911,23.804,2021-10-22
Beyond the Boundary,Scripted,Ended,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",JP,1,12,24,275,8.2,17.123,2013-10-02
Boston Legal,Scripted,Ended,en,"Comedy, Drama",US,5,101,42,275,7.9,44.957,2004-10-03
The Adventures of Tintin,Scripted,Ended,fr,"Animation, Action & Adventure","US, BE, FR, CA",3,39,22,275,7.982,24.613,1991-10-02
Counterpart,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",US,2,20,56,275,7.427,17.259,2017-12-10
Heirs by Accident,Scripted,Ended,es,Comedy,MX,2,26,30,275,7.0,6.295,2020-03-26
Puella Magi Madoka Magica,Scripted,Ended,ja,"Animation, Drama, Sci-Fi & Fantasy",JP,1,12,25,275,8.145,17.872,2011-01-07
BOYS OVER FLOWERS,Scripted,Ended,ja,"Comedy, Drama",JP,2,20,60,274,8.068,10.255,2005-10-21
Dopesick,Miniseries,Ended,en,"Drama, Crime",US,1,8,62,274,8.073,17.353,2021-10-13
Bolívar,Scripted,Ended,es,Drama,CO,1,60,52,274,7.6,38.946,2019-06-24
Violetta,Scripted,Ended,es,"Family, Kids",AR,3,240,45,273,8.119,107.388,2012-05-14
La doble vida de Estela Carrillo,Scripted,Ended,es,Soap,MX,1,72,60,273,7.5,8.993,2017-02-13
Cumbia Ninja,Scripted,Ended,es,"Drama, Sci-Fi & Fantasy, Comedy, Crime",CO,3,45,60,273,8.3,17.178,2013-09-05
Killer Women,Scripted,Ended,es,"Mystery, Drama, Crime",MX,3,40,45,273,7.458,25.954,2008-06-17
Frank Herbert's Dune,Miniseries,Ended,en,"Sci-Fi & Fantasy, Drama",US,1,3,95,272,6.91,15.433,2000-12-03
Hidden Truths,Scripted,Ended,pt,"Soap, Drama",BR,1,64,45,272,7.866,29.909,2015-06-08
Beast Wars: Transformers,Scripted,Ended,en,"Animation, Action & Adventure",CA,3,52,30,272,8.138,43.713,1996-04-22
Self Made: Inspired by the Life of Madam C.J. Walker,Miniseries,Ended,en,Drama,US,1,4,47,271,7.417,9.808,2020-03-20
black-ish,Scripted,Ended,en,Comedy,US,8,175,23,271,7.3,47.48,2014-09-24
Grace and Frankie,Scripted,Ended,en,"Comedy, Drama",US,7,94,32,271,7.8,58.316,2015-05-08
Hercules,Scripted,Ended,en,"Comedy, Kids, Animation, Action & Adventure",US,1,65,23,271,6.753,27.17,1998-08-31
Kid vs. Kat,Scripted,Ended,en,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy","CA, US",2,104,22,271,7.911,338.409,2008-10-25
First Kill,Scripted,Canceled,en,"Drama, Mystery",US,1,8,49,270,7.952,21.147,2022-06-10
Fate/Zero,Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",JP,2,25,25,270,8.1,26.725,2011-10-02
The Disastrous Life of Saiki K.,Scripted,Ended,ja,"Animation, Comedy, Sci-Fi & Fantasy",JP,2,48,23,270,8.398,26.116,2016-07-11
Primeval,Scripted,Ended,en,"Sci-Fi & Fantasy, Action & Adventure",GB,5,36,52,269,7.5,31.885,2007-02-10
Distilling Love,Scripted,Ended,es,"Drama, Soap",MX,1,170,60,269,7.6,62.189,2007-01-22
Superman: The Animated Series,Scripted,Ended,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",US,3,54,21,269,7.671,79.592,1996-09-06
Saint Seiya: Saintia Sho,Scripted,Ended,ja,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",JP,1,10,22,269,7.7,20.303,2018-12-10
Hatfields & McCoys,Miniseries,Ended,en,"Western, Drama",US,1,3,100,268,7.455,14.939,2012-05-28
Fate/stay night [Unlimited Blade Works],Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy, Mystery, Drama, Comedy",JP,2,25,24,268,8.0,26.697,2014-10-12
María Isabel,Scripted,Ended,es,"Soap, Drama, Family",MX,1,125,22,268,7.261,46.774,1997-08-04
The Return,Scripted,Ended,es,"Drama, Soap",MX,1,128,45,268,7.597,106.773,2013-01-08
Sneaky Pete,Scripted,Canceled,en,"Drama, Crime",US,3,30,50,268,7.578,28.772,2015-08-07
Alphas,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama, Action & Adventure",US,2,24,43,267,6.901,15.952,2011-07-11
Slasher,Scripted,Returning Series,en,"Mystery, Crime, Drama",US,5,40,45,267,6.7,37.923,2016-03-04
Mythic Quest,Scripted,Returning Series,en,Comedy,US,3,30,30,267,7.4,24.066,2020-02-07
SilverHawks,Scripted,Ended,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",US,1,65,22,267,8.026,56.377,1986-09-08
Juliantina,Scripted,Ended,es,Drama,MX,1,19,40,267,8.3,15.01,2019-11-08
Age of Samurai: Battle for Japan,Miniseries,Ended,en,"Documentary, War & Politics",US,1,6,45,267,7.189,11.52,2021-02-24
Resurrection,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",US,2,21,43,266,7.28,14.701,2014-05-15
Little Fires Everywhere,Miniseries,Ended,en,Drama,US,1,8,60,266,7.925,15.416,2020-03-18
Ally McBeal,Scripted,Ended,en,"Drama, Comedy",US,5,112,43,266,6.519,21.785,1997-09-08
Doctor Stranger,Scripted,Ended,ko,Drama,KR,1,20,65,265,8.166,17.451,2014-05-05
The Closer,Scripted,Ended,en,"Crime, Drama, Mystery",US,7,109,46,265,7.87,50.159,2005-06-13
Start-Up,Scripted,Ended,ko,"Drama, Comedy",KR,1,16,72,265,8.366,14.596,2020-10-17
Gossip Girl,Scripted,Canceled,en,"Drama, Mystery",US,2,22,59,264,7.521,21.247,2021-07-08
SK8 the Infinity,Scripted,Returning Series,ja,"Animation, Action & Adventure",JP,1,12,24,264,8.6,20.864,2021-01-10
Rise of Empires: Ottoman,Documentary,Ended,tr,"Documentary, War & Politics, Action & Adventure",TR,2,12,44,264,7.394,27.926,2020-01-24
Ergo Proxy,Scripted,Ended,ja,"Animation, Sci-Fi & Fantasy, Mystery",JP,1,23,25,263,7.637,15.25,2006-02-25
"XO, Kitty",Scripted,Returning Series,en,"Comedy, Drama",US,2,10,30,263,8.196,52.581,2023-05-18
Mrs. Fletcher,Miniseries,Ended,en,"Comedy, Drama",US,1,7,30,263,7.378,11.282,2019-10-27
Katy Keene,Scripted,Canceled,en,"Comedy, Drama",US,1,13,45,262,8.254,8.328,2020-02-06
Timeless Love,Scripted,Ended,es,Drama,MX,1,182,45,262,7.5,48.757,2010-07-05
Kuruluş Osman,Scripted,Returning Series,tr,"War & Politics, Action & Adventure, Drama",TR,5,131,120,262,7.954,115.893,2019-11-20
The War Next-door,Miniseries,Canceled,es,Comedy,MX,2,16,31,261,7.251,10.137,2021-07-07
Kidding,Scripted,Canceled,en,"Drama, Comedy",US,2,20,30,261,7.67,16.412,2018-09-09
Father Ted,Scripted,Ended,en,Comedy,GB,3,24,24,261,8.125,15.093,1995-04-21
Spin City,Scripted,Ended,en,"Comedy, Drama",US,6,145,22,260,7.085,56.927,1996-09-17
Night Stalker: The Hunt for a Serial Killer,Miniseries,Ended,en,"Documentary, Crime, Mystery",US,1,4,48,260,7.498,11.972,2021-01-13
We Baby Bears,Scripted,Returning Series,en,"Animation, Family, Comedy",US,2,50,12,260,7.2,236.395,2022-01-01
Power Book II: Ghost,Scripted,Returning Series,en,"Crime, Drama",US,3,30,60,260,8.5,33.936,2020-09-06
Madam Secretary,Scripted,Ended,en,"Drama, War & Politics",US,6,120,45,260,7.0,43.146,2014-09-21
Kung Fu,Scripted,Canceled,en,"Action & Adventure, Drama",US,3,39,42,260,7.665,25.434,2021-04-07
Shake It Up,Scripted,Ended,en,"Family, Kids, Comedy",US,3,77,23,259,7.736,192.203,2010-11-07
2 Good 2 Be True,Scripted,Ended,tl,"Comedy, Drama",PH,1,130,31,259,7.7,101.948,2022-05-16
kimi ni todoke -From Me to You-,Scripted,Returning Series,ja,"Animation, Drama, Comedy",JP,3,49,23,259,8.49,21.781,2009-10-07
Masamune-kun's Revenge,Scripted,Ended,ja,"Animation, Comedy, Drama",JP,2,24,24,259,7.6,58.501,2017-01-05
A Pup Named Scooby-Doo,Scripted,Ended,en,"Animation, Mystery, Comedy, Family, Kids",US,4,30,23,258,7.609,14.378,1988-09-10
Club de Cuervos,Scripted,Ended,es,"Drama, Comedy",MX,4,45,40,258,8.4,20.618,2015-08-07
How Not to Summon a Demon Lord,Scripted,Ended,ja,"Action & Adventure, Comedy, Sci-Fi & Fantasy, Animation",JP,2,22,24,258,8.016,30.798,2018-07-05
Dora the Explorer,Scripted,Ended,en,"Action & Adventure, Animation, Family, Kids",US,8,192,30,258,6.0,141.188,2000-08-14
Kissing Game,Scripted,Canceled,pt,"Drama, Mystery",BR,1,6,40,258,6.996,12.526,2020-07-17
Happy Valley,Scripted,Ended,en,"Crime, Drama, Mystery",GB,3,18,59,258,8.006,65.638,2014-04-29
ORESUKI: Are you the only one who loves me?,Scripted,Ended,ja,"Animation, Comedy, Drama",JP,1,13,24,258,8.55,16.308,2019-10-03
Sky of Love: Someone I love is there,Miniseries,Ended,ja,Drama,JP,1,6,48,257,7.6,12.349,2008-08-02
Legend of the Seeker,Scripted,Canceled,en,"Sci-Fi & Fantasy, Action & Adventure, Drama",US,2,44,42,257,7.451,103.228,2008-11-01
Babylon Berlin,Scripted,Returning Series,de,"Drama, Crime, Mystery",DE,4,40,55,257,7.862,75.192,2017-10-13
Yu-Gi-Oh! GX,Scripted,Ended,ja,"Animation, Kids",JP,1,180,21,257,7.967,33.396,2004-10-06
Duncanville,Scripted,Canceled,en,"Comedy, Animation",US,3,33,22,256,7.775,14.849,2020-02-16
The Cuphead Show!,Scripted,Returning Series,en,"Animation, Comedy, Family",US,3,36,14,256,7.984,30.585,2022-02-18
Dash & Lily,Scripted,Canceled,en,"Comedy, Drama",US,1,8,27,256,8.025,11.184,2020-11-10
Medici: Masters of Florence,Scripted,Ended,en,"Drama, War & Politics","IT, GB",3,24,55,255,7.82,55.346,2016-10-18
Haunted: Latin America,Scripted,Returning Series,es,Reality,MX,1,5,35,255,7.3,11.568,2021-03-31
Houdini,Miniseries,Ended,en,Drama,CA,1,2,172,255,6.994,12.003,2014-09-01
Dragonaut: The Resonance,Scripted,Ended,ja,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",JP,1,25,25,254,7.752,15.129,2007-10-04
Dead Set,Miniseries,Ended,en,"Drama, Sci-Fi & Fantasy",GB,1,5,30,254,7.3,9.368,2008-10-27
Sonic X,Scripted,Ended,ja,"Animation, Action & Adventure, Comedy, Family",JP,3,78,25,254,7.6,110.781,2003-04-06
Darkwing Duck,Scripted,Ended,en,"Action & Adventure, Animation, Comedy, Family, Kids",US,3,91,22,254,7.266,26.26,1991-09-08
SHAMAN KING,Scripted,Ended,ja,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",JP,1,52,24,254,8.238,277.448,2021-04-01
Touch,Scripted,Canceled,en,"Sci-Fi & Fantasy, Mystery, Drama",US,2,26,43,253,6.561,19.017,2012-01-25
Baby Looney Tunes,Scripted,Ended,en,Animation,"CA, US",2,102,12,253,7.1,176.939,2002-09-07
Felix the Cat,Scripted,Ended,en,"Animation, Comedy, Family, Kids, Sci-Fi & Fantasy",US,3,130,8,253,7.484,41.845,1958-10-02
Apocalypse: World War I,Miniseries,Ended,fr,"Documentary, War & Politics",FR,1,5,52,252,7.683,8.221,2014-03-18
Rocko's Modern Life,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Comedy",US,4,100,12,252,7.52,116.217,1993-09-18
Beauty and the Beast,Scripted,Ended,en,"Drama, Crime",US,3,56,47,251,7.446,3.671,1987-09-25
Homecoming,Scripted,Ended,en,Drama,US,2,17,32,251,7.066,19.488,2018-11-01
Ascension,Miniseries,Ended,en,"Sci-Fi & Fantasy, Drama","CA, US",1,3,44,251,6.7,17.109,2014-12-15
World War II in Colour,Documentary,Ended,en,"Documentary, Reality, War & Politics",GB,1,13,50,251,7.586,7.872,2009-09-04
Stolen Away,Scripted,Ended,es,"Drama, Mystery, Crime, Action & Adventure",ES,1,11,50,250,7.0,10.405,2020-01-14
Frontier,Scripted,Ended,en,"Action & Adventure, Drama",CA,3,18,45,250,6.86,42.622,2016-11-06
American Vandal,Scripted,Canceled,en,"Comedy, Crime",US,2,16,35,250,7.482,13.932,2017-09-15
Silvana Sin Lana,Scripted,Ended,es,"Drama, Soap",US,1,121,45,249,7.7,38.073,2016-07-19
Inventing Anna,Miniseries,Ended,en,Drama,US,1,9,67,249,6.91,18.592,2022-02-11
Pawn Stars,Reality,Returning Series,en,Reality,US,21,650,27,249,7.171,89.108,2009-07-19
Coupling,Scripted,Ended,en,Comedy,GB,4,28,30,249,7.924,15.266,2000-05-12
Healer,Scripted,Ended,ko,"Comedy, Action & Adventure, Mystery, Drama",KR,1,20,60,249,8.446,22.086,2014-12-08
Abyss of Passion,Scripted,Ended,es,Drama,MX,1,162,41,249,7.5,159.712,2012-01-23
Neymar: The Perfect Chaos,Miniseries,Ended,pt,Documentary,"BR, US",1,3,51,248,7.4,8.46,2022-01-25
Diff'rent Strokes,Scripted,Ended,en,"Comedy, Family, Drama",US,8,189,30,248,7.101,19.439,1978-11-03
Storm of the Century,Miniseries,Ended,en,"Sci-Fi & Fantasy, Drama",US,1,3,86,248,7.0,12.794,1999-02-14
Poldark,Scripted,Ended,en,Drama,GB,5,43,60,248,7.8,22.53,2015-03-08
The Boys Presents: Diabolical,Miniseries,Ended,en,"Animation, Action & Adventure",US,1,8,14,248,7.19,36.037,2022-03-03
Scenes from a Marriage,Miniseries,Ended,en,Drama,US,1,5,60,247,7.198,13.093,2021-09-12
The Bureau of Magical Things,Scripted,Returning Series,en,"Sci-Fi & Fantasy, Kids",AU,2,40,22,247,7.4,24.907,2018-07-08
John Adams,Miniseries,Ended,en,Drama,US,1,7,60,247,7.804,14.253,2008-03-16
Por ella soy Eva,Scripted,Ended,es,Comedy,MX,1,166,45,247,7.891,9.126,2012-02-20
Hollywood,Miniseries,Ended,en,Drama,US,1,7,50,247,7.512,14.684,2020-05-01
The Muppet Show,Scripted,Ended,en,"Kids, Comedy, Family",GB,5,120,26,247,7.968,88.574,1976-09-05
"Midnight, Texas",Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",US,2,19,45,246,7.535,13.426,2017-07-24
Zorro,Scripted,Ended,en,"Action & Adventure, Drama",US,4,88,60,246,7.126,13.72,1990-01-05
Wolverine and the X-Men,Scripted,Canceled,en,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",US,1,26,22,246,7.62,17.831,2009-01-23
Spinning Out,Scripted,Canceled,en,Drama,US,1,10,50,246,7.978,15.53,2020-01-01
Magnum P.I.,Scripted,Returning Series,en,Action & Adventure,US,5,96,43,246,7.7,340.904,2018-09-24
Channel Zero,Scripted,Canceled,en,Drama,US,4,24,42,246,7.159,30.094,2016-10-11
Eastbound & Down,Scripted,Ended,en,Comedy,US,4,29,30,246,7.4,18.898,2009-02-15
The Five Juanas,Scripted,Ended,es,Drama,MX,1,18,34,246,7.419,18.672,2021-10-06
Freud,Scripted,Canceled,de,"Crime, Drama, Mystery","AT, DE",1,8,52,246,7.28,9.01,2020-03-15
Tell Me a Story,Scripted,Canceled,en,Drama,US,2,20,50,246,7.26,18.907,2018-10-31
Bonding,Scripted,Canceled,en,"Drama, Comedy",US,2,15,18,246,7.091,16.255,2019-04-24
Madagascar: A Little Wild,Scripted,Ended,en,"Animation, Kids",US,8,50,23,245,7.2,24.859,2020-09-07
October Faction,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",US,1,10,40,245,6.8,12.924,2020-01-23
The River,Scripted,Canceled,en,"Action & Adventure, Drama, Mystery, Sci-Fi & Fantasy",US,1,8,43,245,6.606,8.272,2012-02-07
The War of the Worlds,Miniseries,Ended,en,"Sci-Fi & Fantasy, Drama",GB,1,3,55,245,6.749,27.987,2019-11-17
Angels of Death,Scripted,Ended,ja,"Animation, Action & Adventure",JP,1,12,24,244,8.029,15.854,2018-07-06
Hart of Dixie,Scripted,Ended,en,"Comedy, Drama",US,4,76,42,244,7.35,133.067,2011-09-26
Midsomer Murders,Scripted,Returning Series,en,"Crime, Drama, Mystery",GB,23,136,90,243,7.665,303.809,1997-03-23
Don't Trust the B---- in Apartment 23,Scripted,Canceled,en,Comedy,US,2,18,22,243,6.8,15.69,2012-04-11
Mr. Mercedes,Scripted,Ended,en,"Mystery, Sci-Fi & Fantasy, Drama",US,3,30,55,242,7.11,22.915,2017-08-09
Dragons: The Nine Realms,Scripted,Returning Series,en,"Animation, Action & Adventure",US,7,46,24,242,7.769,29.914,2021-12-23
The Envoys,Scripted,Returning Series,es,"Drama, Mystery",MX,2,8,55,242,8.0,12.246,2021-12-12
Soul Eater,Scripted,Ended,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",JP,1,51,25,242,7.857,32.654,2008-04-07
Move to Heaven,Miniseries,Ended,ko,Drama,KR,1,10,52,242,7.882,15.833,2021-05-14
Shades of Blue,Scripted,Ended,en,"Drama, Crime",US,3,36,42,242,7.337,13.378,2016-01-07
Casados con Hijos,Scripted,Ended,es,Comedy,AR,3,216,30,242,8.1,26.079,2005-04-12
Adult Material,Miniseries,Ended,en,"Drama, Comedy",GB,1,4,60,241,6.481,10.911,2020-10-05
Inuyashiki: Last Hero,Scripted,Ended,ja,"Animation, Drama, Sci-Fi & Fantasy, Action & Adventure, Crime",JP,1,11,23,241,8.1,4.761,2017-10-12
Wentworth,Scripted,Ended,en,Drama,AU,9,100,45,241,8.1,44.82,2013-05-01
Living with Yourself,Scripted,Ended,en,"Comedy, Drama",US,1,8,25,241,6.649,8.698,2019-10-18
Triage X,Scripted,Ended,ja,"Animation, Action & Adventure",JP,1,10,25,241,8.0,11.335,2015-04-09
Reality Z,Scripted,Ended,pt,Sci-Fi & Fantasy,BR,1,10,30,241,6.741,7.645,2020-06-10
The Mess You Leave Behind,Miniseries,Ended,es,"Drama, Mystery",ES,1,8,45,241,7.0,16.222,2020-12-11
For Life,Scripted,Canceled,en,"Crime, Drama",US,2,23,43,240,7.96,19.297,2020-02-11
Cells at Work!,Scripted,Ended,ja,"Comedy, Animation, Action & Adventure",JP,2,21,24,240,8.265,16.12,2018-07-08
Spawn,Scripted,Ended,en,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",US,3,18,25,240,7.906,18.959,1997-05-16
Nancy Drew,Scripted,Ended,en,"Mystery, Drama, Sci-Fi & Fantasy",US,4,62,42,240,7.84,32.915,2019-10-09
Andi Mack,Scripted,Ended,en,"Comedy, Family, Drama",US,3,57,23,240,8.165,22.642,2017-04-07
Family Matters,Scripted,Ended,en,Comedy,US,9,215,30,240,6.71,50.831,1989-09-22
How Heavy Are the Dumbbells You Lift?,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,24,239,7.8,7.207,2019-07-03
Caminantes,Miniseries,Ended,es,"Sci-Fi & Fantasy, Mystery, Action & Adventure",ES,1,7,21,239,7.13,6.927,2020-07-10
The Colbert Report,Talk Show,Ended,en,"News, Comedy",US,11,1447,24,239,6.866,1249.51,2005-10-17
Impulse,Scripted,Canceled,en,"Sci-Fi & Fantasy, Action & Adventure, Drama",US,2,20,50,239,7.732,16.698,2018-06-06
Supernatural: The Anime Series,Video,Ended,ja,"Animation, Drama, Mystery, Sci-Fi & Fantasy",JP,1,22,25,238,7.975,34.854,2011-01-12
Star Trek: Lower Decks,Scripted,Returning Series,en,"Sci-Fi & Fantasy, Animation, Comedy",US,4,38,25,238,7.41,249.68,2020-08-06
Trinkets,Scripted,Ended,en,Drama,US,2,20,25,238,7.924,16.208,2019-06-14
The Sex Lives of College Girls,Scripted,Returning Series,en,"Comedy, Drama",US,2,20,28,238,7.54,30.968,2021-11-18
Station Eleven,Miniseries,Ended,en,"Drama, Sci-Fi & Fantasy, Mystery",US,1,10,46,237,7.021,27.322,2021-12-16
MAD,Scripted,Ended,en,"Animation, Comedy",US,4,123,15,237,8.211,8.902,2010-09-06
Love,Scripted,Ended,en,"Comedy, Drama",US,3,34,32,237,7.2,19.107,2016-02-19
Friday Night Lights,Scripted,Ended,en,Drama,US,5,76,43,237,8.074,86.762,2006-10-03
Equinox,Scripted,Ended,da,"Sci-Fi & Fantasy, Drama",DK,1,6,47,237,7.344,9.437,2020-12-30
Longmire,Scripted,Ended,en,"Western, Crime, Drama",US,6,63,45,237,7.774,118.741,2012-06-03
Philip K. Dick's Electric Dreams,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama",GB,1,10,52,236,7.104,13.894,2017-09-17
DuckTales,Scripted,Ended,en,"Family, Comedy, Animation",US,3,69,23,236,7.794,53.515,2017-08-12
BMF,Scripted,Returning Series,en,"Drama, Crime",US,3,22,52,236,8.182,19.442,2021-09-26
The New Scooby-Doo Movies,Scripted,Ended,en,"Animation, Mystery, Comedy, Kids, Family",US,2,24,40,236,7.68,30.835,1972-09-09
Blood+,Scripted,Ended,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",JP,1,50,24,236,8.216,20.806,2005-10-08
We Never Learn,Scripted,Ended,ja,"Animation, Comedy",JP,2,26,24,235,8.5,17.198,2019-04-07
MasterChef,Reality,Returning Series,en,Reality,US,13,263,80,235,7.274,107.628,2010-07-27
Undone,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Drama",US,2,16,23,235,7.6,19.645,2019-09-12
Code Black,Scripted,Canceled,en,Drama,US,3,47,45,235,7.8,15.973,2015-09-30
House of Anubis,Scripted,Ended,en,"Family, Mystery, Sci-Fi & Fantasy","GB, US",3,112,23,235,8.153,140.748,2011-01-01
Mission: Impossible,Scripted,Ended,en,"Action & Adventure, Crime, Drama, Mystery",US,7,171,60,235,7.63,48.513,1966-09-17
Who's the Boss?,Scripted,Ended,en,Comedy,US,8,196,23,235,7.555,186.652,1984-09-20
The White Princess,Miniseries,Ended,en,Drama,US,1,8,60,234,7.872,18.886,2017-04-16
Our Love Has Always Been 10 Centimeters Apart.,Scripted,Ended,ja,"Comedy, Drama, Animation",JP,1,6,24,234,8.2,11.864,2017-11-25
The Good Fight,Scripted,Ended,en,Drama,US,6,60,50,234,7.7,54.557,2017-02-19
A Korean Odyssey,Scripted,Ended,ko,"Comedy, Mystery, Sci-Fi & Fantasy, Drama",KR,1,20,75,234,8.199,17.36,2017-12-23
Creepshow,Scripted,Returning Series,en,"Mystery, Sci-Fi & Fantasy",US,4,23,46,234,7.5,30.845,2019-09-26
Welcome to Demon School! Iruma-kun,Scripted,Returning Series,ja,"Animation, Comedy, Sci-Fi & Fantasy",JP,3,65,25,234,8.502,40.879,2019-10-05
The Tonight Show Starring Jimmy Fallon,Talk Show,Returning Series,en,"Comedy, Talk",US,11,1233,45,234,6.038,2419.997,2014-02-17
America's Got Talent,Reality,Returning Series,en,Reality,US,18,447,85,234,5.652,725.89,2006-06-21
Only Fools and Horses,Scripted,Ended,en,Comedy,GB,7,45,30,234,8.0,39.034,1981-09-08
Yona of the Dawn,Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy, Drama, Comedy",JP,1,24,24,234,8.509,20.751,2014-10-07
Hell's Kitchen,Reality,Returning Series,en,Reality,US,22,332,44,234,6.9,159.732,2005-05-30
Raising Hope,Scripted,Ended,en,"Comedy, Family",US,4,88,30,234,7.536,24.331,2010-09-21
Welcome to Eden,Scripted,Canceled,es,"Action & Adventure, Sci-Fi & Fantasy, Drama",ES,2,16,41,233,7.09,40.482,2022-05-06
Alcatraz,Scripted,Canceled,en,"Mystery, Action & Adventure, Drama",US,1,13,43,233,6.335,17.662,2012-01-16
Alias Grace,Miniseries,Ended,en,"Crime, Drama",CA,1,6,46,233,7.167,12.352,2017-09-25
Genius,Scripted,Returning Series,en,Drama,US,3,28,43,233,7.785,38.469,2017-04-25
The King's Affection,Scripted,Ended,ko,Drama,KR,1,20,70,232,8.351,69.819,2021-10-11
The Marked Heart,Scripted,Ended,es,"Soap, Mystery",CO,2,24,45,232,7.817,35.526,2022-04-20
Good Witch,Scripted,Canceled,en,"Comedy, Drama, Sci-Fi & Fantasy",US,7,68,43,232,7.763,44.3,2015-02-28
Dominion,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",US,2,21,60,232,6.588,23.116,2014-06-19
Rectify,Scripted,Ended,en,Drama,US,4,30,60,231,7.6,14.822,2013-04-22
Fortitude,Scripted,Ended,en,"Crime, Drama, Mystery, Sci-Fi & Fantasy",GB,3,25,42,230,6.889,41.342,2015-01-29
The Kominsky Method,Scripted,Ended,en,"Comedy, Drama",US,3,22,25,230,7.622,18.819,2018-11-16
Happy Days,Scripted,Ended,en,Comedy,US,11,252,22,230,7.7,40.892,1974-01-15
Fated to Love You,Scripted,Ended,ko,"Comedy, Drama",KR,1,20,60,230,8.4,13.266,2014-07-02
Drop Dead Diva,Scripted,Ended,en,"Comedy, Drama",US,6,78,43,230,7.815,25.622,2009-07-12
Deadly Class,Scripted,Canceled,en,"Drama, Crime, Action & Adventure",US,1,10,43,230,7.222,25.25,2019-01-16
I'm in the Band,Scripted,Ended,en,Comedy,US,2,42,22,229,8.504,40.366,2009-11-27
